player_id,natural_pos,OVR,ST_combo,LW_combo,RW_combo,CM_combo,CDM_combo,CAM_combo,LB_combo,RB_combo,CB_combo,best_combo_pos,best_combo_score
684159,ST,68,73.1,70.3,68.7,41.2,10.3,71.2,9.3,4.1,16.3,ST,73.1
687626,CDM,82,22.6,24.0,25.8,72.1,82.4,44.1,64.4,64.7,31.2,CDM,82.4
713787,LB,72,32.7,65.7,62.1,36.6,47.7,44.4,75.2,74.7,18.8,LB,75.2
893659,LB,66,29.0,73.3,72.4,53.0,48.1,65.2,68.0,64.8,12.3,LW,73.3
893661,CB,69,47.3,8.8,14.5,41.8,59.5,18.8,54.9,52.6,73.2,CB,73.2
897051,RW,70,47.7,75.0,72.9,58.2,42.2,71.6,51.2,50.9,8.9,LW,75.0
903611,LW,67,50.2,69.9,69.3,49.5,25.2,72.1,29.9,28.4,5.5,CAM,72.1
941418,CDM,63,33.8,9.6,14.9,57.9,69.3,32.6,53.9,46.8,64.2,CDM,69.3
974374,RW,66,44.8,73.2,72.9,51.2,38.6,68.0,50.2,50.0,6.2,LW,73.2
148455,RW,89,61.3,85.2,80.8,64.0,38.3,85.4,39.0,37.6,10.6,CAM,85.4
445939,ST,79,73.3,75.0,74.5,43.3,18.8,78.7,12.7,7.7,11.9,CAM,78.7
462348,ST,75,79.0,60.3,56.7,35.6,17.7,63.9,12.9,7.7,28.4,ST,79.0
3333,CM,75,35.6,46.6,31.9,79.9,78.0,57.6,67.2,65.4,21.8,CM,79.9
14086,RB,73,51.0,52.2,37.6,75.4,77.1,56.7,77.7,76.2,21.8,LB,77.7
43530,CAM,74,52.8,59.8,50.8,77.7,58.6,74.0,48.0,45.2,16.5,CM,77.7
53360,ST,69,75.9,63.2,57.1,50.2,24.4,70.2,14.6,5.9,33.4,ST,75.9
61841,RB,73,29.0,29.1,21.1,51.9,77.1,27.2,75.0,72.9,23.0,CDM,77.1
62094,RB,78,52.0,80.8,69.5,77.7,67.2,76.0,72.2,71.1,23.1,LW,80.8
67063,ST,76,78.0,65.7,58.1,52.6,26.5,73.9,16.6,10.8,27.2,ST,78.0
74810,CB,78,54.9,11.9,11.4,48.4,70.2,18.9,64.8,63.9,79.0,CB,79.0
77715,ST,62,72.1,52.4,51.3,29.5,13.4,56.0,11.6,3.6,24.2,ST,72.1
85177,RB,74,28.8,30.7,22.2,51.4,70.0,23.3,77.8,77.9,22.4,RB,77.9
92571,LB,74,29.1,40.0,31.1,57.2,71.1,34.2,79.4,77.9,21.1,LB,79.4
92572,RB,73,47.7,23.8,17.0,63.2,77.5,27.5,71.8,72.0,74.2,CDM,77.5
95424,RB,84,26.8,35.2,31.7,58.7,72.9,28.0,80.4,83.8,32.8,RB,83.8
95810,RB,83,38.3,49.2,35.4,80.2,82.4,46.2,83.3,83.1,25.5,LB,83.3
103427,CB,82,56.3,13.0,14.9,50.5,67.6,27.9,57.5,57.6,84.0,CB,84.0
118534,CB,75,59.1,11.4,13.8,57.3,69.1,30.0,54.2,52.8,78.3,CB,78.3
121477,CB,77,55.9,15.7,11.3,58.5,68.0,31.0,59.2,59.0,79.4,CB,79.4
123682,ST,81,80.4,72.4,68.3,49.1,21.8,77.5,16.2,10.7,21.0,ST,80.4
125561,ST,63,72.4,39.1,35.3,39.4,28.2,57.9,9.6,2.0,38.6,ST,72.4
125685,CM,67,64.1,50.8,41.3,69.7,54.0,74.1,42.3,38.3,17.9,CAM,74.1
128901,CB,74,54.8,18.1,16.1,74.4,78.3,41.9,54.7,51.7,67.5,CDM,78.3
128909,CB,71,42.6,15.9,15.0,50.6,71.9,22.1,74.3,73.0,62.7,LB,74.3
129078,RW,71,45.7,76.2,73.4,52.5,29.3,75.3,32.3,28.7,1.3,LW,76.2
131978,CM,78,52.0,42.9,30.9,79.2,58.6,71.0,27.9,25.0,21.9,CM,79.2
132098,ST,90,85.2,73.8,65.7,67.7,32.9,85.9,20.4,16.1,32.0,CAM,85.9
134270,CB,78,47.3,14.3,11.7,51.2,67.5,20.7,57.6,56.8,81.9,CB,81.9
